id,id_region,name
110,2,TARSO
111,2,TITIRIBÍ
112,2,TOLEDO
113,2,TURBO
114,2,URAMITA
115,2,URRAO
116,2,VALDIVIA
117,2,VALPARAÍSO
118,2,VEGACHÍ
119,2,VENECIA
120,2,VIGÍA DEL FUERTE
121,2,YALÍ
122,2,YARUMAL
123,2,YOLOMBÓ
124,2,YONDÓ
125,2,ZARAGOZA
126,5,BARRANQUILLA
127,5,BARANOA
128,5,CAMPO DE LA CRUZ
129,5,CANDELARIA
130,5,GALAPA
131,5,JUAN DE ACOSTA
132,5,LURUACO
133,5,MALAMBO
134,5,MANATÍ
135,5,PALMAR DE VARELA
